-3	-0.999977894851102
-2.99399399399399	-0.999977042864582
-2.98798798798799	-0.999976159685575
-2.98198198198198	-0.999975244238074
-2.97597597597598	-0.999974295411495
-2.96996996996997	-0.999973312059658
-2.96396396396396	-0.999972292999748
-2.95795795795796	-0.999971237011238
-2.95195195195195	-0.999970142834793
-2.94594594594595	-0.999969009171143
-2.93993993993994	-0.999967834679924
-2.93393393393393	-0.999966617978493
-2.92792792792793	-0.999965357640711
-2.92192192192192	-0.999964052195696
-2.91591591591591	-0.999962700126543
-2.90990990990991	-0.999961299869014
-2.9039039039039	-0.99995984981019
-2.8978978978979	-0.999958348287097
-2.89189189189189	-0.999956793585292
-2.88588588588588	-0.999955183937415
-2.87987987987988	-0.999953517521707
-2.87387387387387	-0.999951792460489
-2.86786786786787	-0.999950006818606
-2.86186186186186	-0.999948158601834
-2.85585585585585	-0.999946245755244
-2.84984984984985	-0.999944266161529
-2.84384384384384	-0.999942217639293
-2.83783783783784	-0.999940097941299
-2.83183183183183	-0.999937904752665
-2.82582582582582	-0.999935635689037
-2.81981981981982	-0.999933288294698
-2.81381381381381	-0.999930860040649
-2.80780780780781	-0.999928348322631
-2.8018018018018	-0.999925750459118
-2.79579579579579	-0.999923063689244
-2.78978978978979	-0.999920285170701
-2.78378378378378	-0.999917411977572
-2.77777777777777	-0.999914441098129
-2.77177177177177	-0.999911369432572
-2.76576576576576	-0.99990819379072
-2.75975975975976	-0.999904910889651
-2.75375375375375	-0.999901517351285
-2.74774774774774	-0.999898009699921
-2.74174174174174	-0.999894384359712
-2.73573573573573	-0.99989063765209
-2.72972972972973	-0.999886765793129
-2.72372372372372	-0.999882764890857
-2.71771771771771	-0.999878630942505
-2.71171171171171	-0.9998743598317
-2.7057057057057	-0.999869947325596
-2.6996996996997	-0.999865389071943
-2.69369369369369	-0.9998606805961
-2.68768768768768	-0.999855817297974
-2.68168168168168	-0.999850794448909
-2.67567567567567	-0.999845607188498
-2.66966966966966	-0.999840250521334
-2.66366366366366	-0.999834719313699
-2.65765765765765	-0.999829008290176
-2.65165165165165	-0.999823112030198
-2.64564564564564	-0.999817024964528
-2.63963963963963	-0.999810741371665
-2.63363363363363	-0.999804255374179
-2.62762762762762	-0.999797560934978
-2.62162162162162	-0.999790651853493
-2.61561561561561	-0.999783521761799
-2.6096096096096	-0.999776164120648
-2.6036036036036	-0.999768572215438
-2.59759759759759	-0.999760739152096
-2.59159159159159	-0.999752657852886
-2.58558558558558	-0.999744321052137
-2.57957957957957	-0.999735721291892
-2.57357357357357	-0.999726850917473
