y' at t0: 0.466 0.432 0.466 0.432 -0.932 -0.865 -1.213 0.304 1.213 -0.304 0.000 0.000 

Step nr. 1, h = 0.001

Step nr. 175, h = 0.087977678545774

Step nr. 176, h = 0.0772135049935905

Step nr. 177, h = 0.0796107590449173

Step nr. 178, h = 0.0730546050713996

Step nr. 179, h = 0.0743816423940956

Step nr. 180, h = 0.0703064179401038

Step nr. 181, h = 0.0710578817831735

Step nr. 182, h = 0.0684617605709565

Step nr. 183, h = 0.0697926193261542

Step nr. 184, h = 0.0735171161234652

Step nr. 185, h = 0.0746878525228773

Step nr. 186, h = 0.0781683435800141

Step nr. 187, h = 0.082618120241123

Step nr. 188, h = 0.0855750254362323

Step nr. 189, h = 0.0898770301917204

Step nr. 190, h = 0.0939335317218269

Step nr. 191, h = 0.09134233881217

Step nr. 192, h = 0.0812783971932032

Step nr. 193, h = 0.0836985800513384

Step nr. 194, h = 0.075141705773491

Step nr. 195, h = 0.076964788671707

Step nr. 196, h = 0.0716841545262342

Step nr. 197, h = 0.0727103608134654

Step nr. 198, h = 0.0693931224399717

Step nr. 199, h = 0.0679887293885718

Step nr. 200, h = 0.0715993487684022

Step nr. 201, h = 0.0739300699323637

Step nr. 202, h = 0.0753333832565343

Step nr. 203, h = 0.0804240502204086

Step nr. 204, h = 0.0840172355828542

Step nr. 205, h = 0.0871695243969813

Step nr. 206, h = 0.0930693518074198

Step nr. 207, h = 0.0919858170465199

Step nr. 208, h = 0.0881710318403203

Step nr. 209, h = 0.0776110526442175

Step nr. 210, h = 0.079981433369261

Step nr. 211, h = 0.0732527702759256

Step nr. 212, h = 0.074621943788099

Step nr. 213, h = 0.0704366849909035

Step nr. 214, h = 0.0712128380727311

Step nr. 215, h = 0.068551394619979

Step nr. 216, h = 0.0695924794344385

Step nr. 217, h = 0.0734866949516477

Step nr. 218, h = 0.0746040863037703

Step nr. 219, h = 0.0778653028869371

Step nr. 220, h = 0.0824281959521199

Step nr. 221, h = 0.0854116599306062

Step nr. 222, h = 0.0895597061916446

Step nr. 223, h = 0.0939640604367171

Step nr. 224, h = 0.0912967192867668

Step nr. 225, h = 0.081892453653192

Step nr. 226, h = 0.084178244265426

Step nr. 227, h = 0.0753877605248214

Step nr. 228, h = 0.0772708619955549

Step nr. 229, h = 0.0718464046031673

Step nr. 230, h = 0.0729060454631209

Step nr. 231, h = 0.0695024998484434

Step nr. 232, h = 0.0679072396143704

Step nr. 233, h = 0.0713938039232778

Step nr. 234, h = 0.0738717032574303

Step nr. 235, h = 0.0752722136217388

Step nr. 236, h = 0.0801962690211181

Step nr. 237, h = 0.0838723507589744

Step nr. 238, h = 0.0869632610273466

Step nr. 239, h = 0.0926515350930356

Step nr. 240, h = 0.0922121853030447

Step nr. 241, h = 0.0889634756761172

Step nr. 242, h = 0.0779070557751923

Step nr. 243, h = 0.0804038047250719

Step nr. 244, h = 0.0734630011472103

Step nr. 245, h = 0.0748831610098515

Step nr. 246, h = 0.0705768350676752

Step nr. 247, h = 0.0713802091622609

Step nr. 248, h = 0.0686469826831613

Step nr. 249, h = 0.0693823060014554

Step nr. 250, h = 0.0732950573258487

Step nr. 251, h = 0.074512490851346

Step nr. 252, h = 0.0775220989079538

Step nr. 253, h = 0.0822098079765993

Step nr. 254, h = 0.0852342576532525

Step nr. 255, h = 0.0892216535491782

Step nr. 256, h = 0.0940001531215079

Step nr. 257, h = 0.0912678652696333

Step nr. 258, h = 0.0825809466058185

Step nr. 259, h = 0.0847175832534691

Step nr. 260, h = 0.0756588482890558

Step nr. 261, h = 0.0776111073979305

Step nr. 262, h = 0.0720239410326528

Step nr. 263, h = 0.0731215577829356

Step nr. 264, h = 0.0696202425145928

Step nr. 265, h = 0.067990268838987

Step nr. 266, h = 0.0711572715355973

Step nr. 267, h = 0.0738078356828378

Step nr. 268, h = 0.0751965974702461

Step nr. 269, h = 0.0799397582603861

Step nr. 270, h = 0.0837103821150852

Step nr. 271, h = 0.0867481661919854

Step nr. 272, h = 0.0922207193117962

Step nr. 273, h = 0.0924708420330295

Step nr. 274, h = 0.0898260158865924

Step nr. 275, h = 0.0782237437777742

Step nr. 276, h = 0.080860450083386

Step nr. 277, h = 0.0736896347087489

Step nr. 278, h = 0.0751653506018644

Step nr. 279, h = 0.0707289650778674

Step nr. 280, h = 0.0715617016948486

Step nr. 281, h = 0.0687513127475883

Step nr. 282, h = 0.0691690532338074

Step nr. 283, h = 0.0730352675867959

Step nr. 284, h = 0.0744217188637631

Step nr. 285, h = 0.0771528163013827

Step nr. 286, h = 0.081971512131502

Step nr. 287, h = 0.0850520142020546

Step nr. 288, h = 0.0888800530631061

Step nr. 289, h = 0.0940445151530329

Step nr. 290, h = 0.0912669588057763

Step nr. 291, h = 0.083328659933569

Step nr. 292, h = 0.0853060775226057

Step nr. 293, h = 0.0759513931276744

Step nr. 294, h = 0.0779802259933383

Step nr. 295, h = 0.0722170564945236

Step nr. 296, h = 0.073355934063468

Step nr. 297, h = 0.0697494061002542

Step nr. 298, h = 0.0680820428709759

Step nr. 299, h = 0.0709178049034001

Step nr. 300, h = 0.0737500355690261

Step nr. 301, h = 0.0751192774318879

Step nr. 302, h = 0.0796672277930252

Step nr. 303, h = 0.0835420979292172

Step nr. 304, h = 0.0865355015924621

Step nr. 305, h = 0.0917901611117866

Step nr. 306, h = 0.0927635346383547

Step nr. 307, h = 0.0907538450485072

Step nr. 308, h = 0.0785560777428905

Step nr. 309, h = 0.081346616492507

Step nr. 310, h = 0.0739281051012832

Step nr. 311, h = 0.0754639383170953

Step nr. 312, h = 0.0708885727466561

Step nr. 313, h = 0.0717527992621945

Step nr. 314, h = 0.0688596113335019

Step nr. 315, h = 0.0689510316161518

Step nr. 316, h = 0.0727697876185959

Step nr. 317, h = 0.0743278013503236

Step nr. 318, h = 0.0767601713167578

Step nr. 319, h = 0.081712430745821

Step nr. 320, h = 0.0848646305383871

Step nr. 321, h = 0.0885404971045189

Step nr. 322, h = 0.0940923559960513

Step nr. 323, h = 0.091294233778859

Step nr. 324, h = 0.0841207419053665

Step nr. 325, h = 0.0859315365678178

Step nr. 326, h = 0.0762566878119893

Step nr. 327, h = 0.078368688097866

Step nr. 328, h = 0.0724188554407744

Step nr. 329, h = 0.0736016967306191

Step nr. 330, h = 0.069883942106229

Step nr. 331, h = 0.0705557976708995

Step nr. 332, h = 0.0681692329704295

Step nr. 333, h = 0.0705098068175925

Step nr. 334, h = 0.0736550473851766

Step nr. 335, h = 0.0749719068381209

Step nr. 336, h = 0.0791579080095136

Step nr. 337, h = 0.0832295648524223

Step nr. 338, h = 0.0861750316390871

Step nr. 339, h = 0.0910645810278839

Step nr. 340, h = 0.0933345560910123

Step nr. 341, h = 0.0917453572632921

Step nr. 342, h = 0.0793027219962228

Step nr. 343, h = 0.0821905566586624

Step nr. 344, h = 0.0743513118933154

Step nr. 345, h = 0.0759910766171349

Step nr. 346, h = 0.0711690234294257

Step nr. 347, h = 0.0720894947580941

Step nr. 348, h = 0.0690485679958121

Step nr. 349, h = 0.0685879887898229

Step nr. 350, h = 0.072328066504998

Step nr. 351, h = 0.0741732326330849

Step nr. 352, h = 0.0760710127907168

Step nr. 353, h = 0.0812435840369987

Step nr. 354, h = 0.0845474945803121

Step nr. 355, h = 0.087994405284687

Step nr. 356, h = 0.0941802693274648

Step nr. 357, h = 0.0914070396030716

Step nr. 358, h = 0.0855219953065303

Step nr. 359, h = 0.0870423422375565

Step nr. 360, h = 0.0767850315125754

Step nr. 361, h = 0.0790491610890754

Step nr. 362, h = 0.0727694101913254

Step nr. 363, h = 0.0740304529657912

Step nr. 364, h = 0.070117350870884

Step nr. 365, h = 0.0708326052431327

Step nr. 366, h = 0.068331855682366

Step nr. 367, h = 0.070106698296423

Step nr. 368, h = 0.0735740829076955

Step nr. 369, h = 0.0748169541105401

Step nr. 370, h = 0.0786191097594997

Step nr. 371, h = 0.0828990746142291

Step nr. 372, h = 0.0858358003616126

Step nr. 373, h = 0.0903871940834335

Step nr. 374, h = 0.0938989593228694

Step nr. 375, h = 0.0914611338143592

Step nr. 376, h = 0.0803748921265132

Step nr. 377, h = 0.0829983296531891

Step nr. 378, h = 0.0747810428530847

Step nr. 379, h = 0.0765172142745152

Step nr. 380, h = 0.0714500631086943

Step nr. 381, h = 0.0724268815081819

Step nr. 382, h = 0.0692383844248853

Step nr. 383, h = 0.0682598881473807

Step nr. 384, h = 0.0719288757849514

Step nr. 385, h = 0.0740419124543992

Step nr. 386, h = 0.0754355864164684

Step nr. 387, h = 0.0807788809572455

Step nr. 388, h = 0.0842531128779757

Step nr. 389, h = 0.0875204042155174

Step nr. 390, h = 0.0937668218139855

Step nr. 391, h = 0.091671227199103

Step nr. 392, h = 0.0869622422845767

Step nr. 393, h = 0.0882076660428583

Step nr. 394, h = 0.0773181652962192

Step nr. 395, h = 0.0797483855778693

Step nr. 396, h = 0.0731253903984501

Step nr. 397, h = 0.0744684276861715

Step nr. 398, h = 0.0703541505375077

Step nr. 399, h = 0.0711143442968731

Step nr. 400, h = 0.0684951077784036

Step nr. 401, h = 0.0697240588501187

Step nr. 402, h = 0.073507631496002

Step nr. 403, h = 0.074660195770918

Step nr. 404, h = 0.0780652093211797

Step nr. 405, h = 0.0825553892898809

Step nr. 406, h = 0.0855207302745863

Step nr. 407, h = 0.0897677548340066

Step nr. 408, h = 0.0939464643446893

Step nr. 409, h = 0.0913269404942881

Step nr. 410, h = 0.0814980030447293

Step nr. 411, h = 0.0838706146328712

Step nr. 412, h = 0.0752316225526765

Step nr. 413, h = 0.0770757725455769

Step nr. 414, h = 0.0717443184763888

Step nr. 415, h = 0.0727823188647582

Step nr. 416, h = 0.0694345534508645

Step nr. 417, h = 0.0679318235255781

Step nr. 418, h = 0.0715296236635956

Step nr. 419, h = 0.07391126085463

Step nr. 420, h = 0.0753144268818384

Step nr. 421, h = 0.0803447179506785

Step nr. 422, h = 0.0839673157622505

Step nr. 423, h = 0.0870966303023448

Step nr. 424, h = 0.092919531915746

Step nr. 425, h = 0.0920697605293873

Step nr. 426, h = 0.0884571084428313

Step nr. 427, h = 0.0777204216528158

Step nr. 428, h = 0.080135666211533

Step nr. 429, h = 0.0733311218236543

Step nr. 430, h = 0.0747184923378836

Step nr. 431, h = 0.0704898497544

Step nr. 432, h = 0.071275736664599

Step nr. 433, h = 0.0685886312179736

Step nr. 434, h = 0.0695201472757004

Step nr. 435, h = 0.0734624370038425

Step nr. 436, h = 0.0745747537698798

Step nr. 437, h = 0.0777504838472104

Step nr. 438, h = 0.0823575632332951

Step nr. 439, h = 0.085353995438796

Step nr. 440, h = 0.0894447147546022

Step nr. 441, h = 0.0939795950911192

Step nr. 442, h = 0.0912869293703352

Step nr. 443, h = 0.0821357964403748

Step nr. 444, h = 0.0843693307634725

Step nr. 445, h = 0.0754855531617372

Step nr. 446, h = 0.077392667590303

Step nr. 447, h = 0.0719112918526001

Step nr. 448, h = 0.0729841924347652

Step nr. 449, h = 0.0695464149378977

Step nr. 450, h = 0.067939020848539

Step nr. 451, h = 0.0713123704028378

Step nr. 452, h = 0.0738517472223068

Step nr. 453, h = 0.0752489996420916

Step nr. 454, h = 0.0801096189733749

Step nr. 455, h = 0.083818385477555

Step nr. 456, h = 0.0868897573560309

Step nr. 457, h = 0.0925018370972829

Step nr. 458, h = 0.0923054280909809

Step nr. 459, h = 0.0892665293628245

Step nr. 460, h = 0.0780212948461558

Step nr. 461, h = 0.0805663234843

Step nr. 462, h = 0.0735454984467344

Step nr. 463, h = 0.0749849412990022

Step nr. 464, h = 0.0706332515808284

Step nr. 465, h = 0.0714468439815441

Step nr. 466, h = 0.0686867584195672

Step nr. 467, h = 0.0693112583093762

Step nr. 468, h = 0.0732078887991073

Step nr. 469, h = 0.0744843169377526

Step nr. 470, h = 0.0773987184510691

Step nr. 471, h = 0.0821328042890995

Step nr. 472, h = 0.0851753701954627

Step nr. 473, h = 0.0891057783381854

Step nr. 474, h = 0.0940186261701386

Step nr. 475, h = 0.0912685189338565

Step nr. 476, h = 0.0828451687460434

Step nr. 477, h = 0.0849261727876743

Step nr. 478, h = 0.0757649881978258

Step nr. 479, h = 0.0777437098502679

Step nr. 480, h = 0.0720953230181154

Step nr. 481, h = 0.0732072655400929

Step nr. 482, h = 0.0696694220933605

Step nr. 483, h = 0.0680266409681717

Step nr. 484, h = 0.07107706107725

Step nr. 485, h = 0.0737923516813401

Step nr. 486, h = 0.0751753637511055

Step nr. 487, h = 0.0798502981401848

Step nr. 488, h = 0.0836564481551026

Step nr. 489, h = 0.0866772791543906

Step nr. 490, h = 0.0920729588737067

Step nr. 491, h = 0.0925742809421562

Step nr. 492, h = 0.0901469958892925

Step nr. 493, h = 0.0783406916043125

Step nr. 494, h = 0.0810299627936938

Step nr. 495, h = 0.0737735094122091

Step nr. 496, h = 0.0752699574977296

Step nr. 497, h = 0.070785216854292

Step nr. 498, h = 0.0716288774947297

Step nr. 499, h = 0.0687895642417134

Step nr. 500, h = 0.0690939917175398

Step nr. 501, h = 0.0729433405172134

Step nr. 502, h = 0.0743887613200262

Step nr. 503, h = 0.0770184201060655

Step nr. 504, h = 0.0818846456393129

Step nr. 505, h = 0.0849891249200847

Step nr. 506, h = 0.0887630168915988

Step nr. 507, h = 0.094062125599222

Step nr. 508, h = 0.0912760091777528

Step nr. 509, h = 0.0836077387894527

Step nr. 510, h = 0.0855267821095703

Step nr. 511, h = 0.0760613407423747

Step nr. 512, h = 0.0781189040949246

Step nr. 513, h = 0.072290735852018

Step nr. 514, h = 0.0734448972287935

Step nr. 515, h = 0.0697996080246034

Step nr. 516, h = 0.0681183505249562

Step nr. 517, h = 0.0708346057165674

Step nr. 518, h = 0.0737333977057978

Step nr. 519, h = 0.0750935888778174

Step nr. 520, h = 0.0795686150187783

Step nr. 521, h = 0.0834822847748634

Step nr. 522, h = 0.0864631500245889

Step nr. 523, h = 0.0916419199961283

Step nr. 524, h = 0.0928787364634188

Step nr. 525, h = 0.0910957368772233

Step nr. 526, h = 0.0786787342598611

Step nr. 527, h = 0.0815261737816844

Step nr. 528, h = 0.0740173842461377

Step nr. 529, h = 0.0755751873984423

Step nr. 530, h = 0.0709495783874869

Step nr. 531, h = 0.071825210554765

Step nr. 532, h = 0.0689021561594018

Step nr. 533, h = 0.0688800806590994

Step nr. 534, h = 0.0726828639365613

Step nr. 535, h = 0.0743001398989386

Step nr. 536, h = 0.0766261796184928

Step nr. 537, h = 0.0816252525440571

Step nr. 538, h = 0.0848056518908158

Step nr. 539, h = 0.0884309171414035

Step nr. 540, h = 0.0941137936878933

Step nr. 541, h = 0.091314253070143

Step nr. 542, h = 0.0844090048472445

Step nr. 543, h = 0.0861603685253904

Step nr. 544, h = 0.0763684537927025

Step nr. 545, h = 0.0785109333799476

Step nr. 546, h = 0.0724937723556978

Step nr. 547, h = 0.0736925141174212

Step nr. 548, h = 0.0699347499883292

Step nr. 549, h = 0.0706154694982815

Step nr. 550, h = 0.0682055869315258

Step nr. 551, h = 0.0704271587842003

Step nr. 552, h = 0.0736402855280691

Step nr. 553, h = 0.0749434256459526

Step nr. 554, h = 0.079050795670092

Step nr. 555, h = 0.0831649615714835

Step nr. 556, h = 0.0861057559881673

Step nr. 557, h = 0.0909233178938022

Step nr. 558, h = 0.0934669897257886

Step nr. 559, h = 0.0916831941138954

Step nr. 560, h = 0.07952368622009

Step nr. 561, h = 0.0823570700336109

Step nr. 562, h = 0.0744418118440062

Step nr. 563, h = 0.0761009007831957

Step nr. 564, h = 0.0712290089779792

Step nr. 565, h = 0.0721608924759696

Step nr. 566, h = 0.0690899417217441

Step nr. 567, h = 0.0685229462248899

Step nr. 568, h = 0.0722482696640402

Step nr. 569, h = 0.074148133501791

Step nr. 570, h = 0.0759392985372473

Step nr. 571, h = 0.0811539436117018

Step nr. 572, h = 0.0844914658880495

Step nr. 573, h = 0.087898248612554

Step nr. 574, h = 0.0942011705708567

Step nr. 575, h = 0.0914424279192058

Step nr. 576, h = 0.0858076736087861

Step nr. 577, h = 0.0872700938382641

Step nr. 578, h = 0.076892839876176

Step nr. 579, h = 0.0791884111986239

Step nr. 580, h = 0.0728422668245648

Step nr. 581, h = 0.0741191156218994

Step nr. 582, h = 0.0701669857932223

Step nr. 583, h = 0.0708909372264769

Step nr. 584, h = 0.0683673251028935

Step nr. 585, h = 0.0700331130817143

Step nr. 586, h = 0.0735641273131115

Step nr. 587, h = 0.0747906103378904

Step nr. 588, h = 0.0785151925318448

Step nr. 589, h = 0.0828360968200593

Step nr. 590, h = 0.0857756845384472

Step nr. 591, h = 0.0902652539309408

Step nr. 592, h = 0.0939128733962955

Step nr. 593, h = 0.0914327591607244

Step nr. 594, h = 0.0805937041834919

Step nr. 595, h = 0.0831685936144364

Step nr. 596, h = 0.0748704493618144

Step nr. 597, h = 0.0766272489441461

Step nr. 598, h = 0.0715087802735333

Step nr. 599, h = 0.0724974258087659

Step nr. 600, h = 0.0692778869720329

Step nr. 601, h = 0.068196587978815

Step nr. 602, h = 0.0718512407677366

Step nr. 603, h = 0.0740162014378585

Step nr. 604, h = 0.0754140434324832

Step nr. 605, h = 0.0806987827391647

Step nr. 606, h = 0.084200932644171

Step nr. 607, h = 0.087438516961051

Step nr. 608, h = 0.0936000876736887

Step nr. 609, h = 0.091747675574181

Step nr. 610, h = 0.0872577149158316

Step nr. 611, h = 0.0772668405266705

Step nr. 612, h = 0.0794934698422318

Step nr. 613, h = 0.0730106900886804

Step nr. 614, h = 0.0743210433482877

Step nr. 615, h = 0.0702771334559196

Step nr. 616, h = 0.071021606472831

Step nr. 617, h = 0.0684436571230945

Step nr. 618, h = 0.0698573722899226

Step nr. 619, h = 0.0735344924027865

Step nr. 620, h = 0.0747198675491644

Step nr. 621, h = 0.0782618789215508

Step nr. 622, h = 0.0826795118824447

Step nr. 623, h = 0.0856310080792005

Step nr. 624, h = 0.0899793916729015

Step nr. 625, h = 0.093935480171921

Step nr. 626, h = 0.091370056841407

Step nr. 627, h = 0.081110970163307

Step nr. 628, h = 0.0835704689260439

Step nr. 629, h = 0.0750792053649451

Step nr. 630, h = 0.0768854259802128

Step nr. 631, h = 0.0716457653675588

Step nr. 632, h = 0.0726624493195813

Step nr. 633, h = 0.0693699980655558

Step nr. 634, h = 0.0680474768439806

Step nr. 635, h = 0.071669717053643

Step nr. 636, h = 0.0739587006596598

Step nr. 637, h = 0.0753619993149718

Step nr. 638, h = 0.0805032844569699

Step nr. 639, h = 0.0840725305104967

Step nr. 640, h = 0.087244935568871

Step nr. 641, h = 0.0932105791449616

Step nr. 642, h = 0.0919282931803212

Step nr. 643, h = 0.087941152580002

Step nr. 644, h = 0.0775273297204578

Step nr. 645, h = 0.0798606586021103

Step nr. 646, h = 0.0731945879210209

Step nr. 647, h = 0.0745487385488904

Step nr. 648, h = 0.0703992646847832

Step nr. 649, h = 0.0711673692306539

Step nr. 650, h = 0.0685270031150317

Step nr. 651, h = 0.0696617949460271

Step nr. 652, h = 0.0735011837844181

Step nr. 653, h = 0.0746364780478947

Step nr. 654, h = 0.0779698787844807

Step nr. 655, h = 0.0824963469836661

Step nr. 656, h = 0.0854706499144762

Step nr. 657, h = 0.0896688009010126

Step nr. 658, h = 0.0939619719967583

Step nr. 659, h = 0.091317465269832

Step nr. 660, h = 0.0816966491979045

Step nr. 661, h = 0.084026897155268

Step nr. 662, h = 0.0753131076468483

Step nr. 663, h = 0.0771764493539633

Step nr. 664, h = 0.071798954445277

Step nr. 665, h = 0.0728476423316239

Step nr. 666, h = 0.0694722296955456

Step nr. 667, h = 0.0678866837081846

Step nr. 668, h = 0.0714695835170273

Step nr. 669, h = 0.0738951973864161

Step nr. 670, h = 0.075297820638718

